nDistractors,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,targetX,targetY,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,date,frameRate,expName,session,participant,
4,0,0,0,0,-0.284538994194,0.0429693956227,-0.29296875,-0.00416666666667,1,0,0,1.41658806801,2013_Aug_05_1601,59.8247891165,visualSearch1,001,,
16,0,1,1,4,-0.013601175184,0.187955854068,-0.0265625,0.159722222222,1,0,0,1.33468699455,2013_Aug_05_1601,59.8247891165,visualSearch1,001,,
16,0,2,2,5,-0.347654254216,-0.495492105818,-0.32578125,-0.458333333333,1,0,0,1.75322699547,2013_Aug_05_1601,59.8247891165,visualSearch1,001,,
4,0,3,3,1,0.209510491581,0.141565438426,0.21640625,0.0833333333333,1,0,0,1.68624591827,2013_Aug_05_1601,59.8247891165,visualSearch1,001,,
