key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,1.32333619078,,,2014_Oct_07_0012,31.9735053026,stimuliDemostrationProject,001,,
,,space,0.513090381515,2014_Oct_07_0012,31.9735053026,stimuliDemostrationProject,001,,
