key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,2.30029424658,,,2014_Oct_07_0025,32.0130859282,stimuliDemostrationProject,001,,
,,space,0.522763335146,2014_Oct_07_0025,32.0130859282,stimuliDemostrationProject,001,,
