key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,1.22139569174,,,2014_Oct_07_0026,31.9955106239,stimuliDemostrationProject,001,,
,,space,0.509140323848,2014_Oct_07_0026,31.9955106239,stimuliDemostrationProject,001,,
