key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,1.38405138999,,,2014_Oct_07_0028,32.061599576,stimuliDemostrationProject,001,,
,,space,0.511912263057,2014_Oct_07_0028,32.061599576,stimuliDemostrationProject,001,,
