key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,2.42854570306,,,2014_Oct_07_0049,32.0075394687,stimuliDemostrationProject,001,,
,,space,0.63545902929,2014_Oct_07_0049,32.0075394687,stimuliDemostrationProject,001,,
