key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,9.2463721559,,,2014_Oct_07_0008,31.9699973872,stimuliDemostrationProject,001,,
,,space,4.51003788726,2014_Oct_07_0008,31.9699973872,stimuliDemostrationProject,001,,
