key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,2.16931578208,,,2014_Oct_07_0011,32.0135210281,stimuliDemostrationProject,001,,
,,space,3.57213074213,2014_Oct_07_0011,32.0135210281,stimuliDemostrationProject,001,,
