key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
space,1.90578802855,,,2014_Oct_07_0016,31.9902236834,stimuliDemostrationProject,001,,
,,space,0.509307666158,2014_Oct_07_0016,31.9902236834,stimuliDemostrationProject,001,,
